,player_name,birth_year,birthplace,popularity
10457,Rick Fisher,1948,Denver,5
10458,Nika Barič,1992,Trbovlje,11
10459,Nev Munro,1927,Vancouver,5
10460,Ed Kasid,1923,Minnesota,5
10461,Norm Baker,1923,Victoria,8
10462,Perry Young,1963,Baltimore,5
10463,Mutsuko Nagata,1976,Nagasaki Prefecture,7
10464,Armand Cure,1919,New Bedford,5
10465,O. D. Anosike,1991,Staten Island,8
10466,Earl Shannon,1921,Providence,5
10467,Steve Hamilton,1935,Columbia,6
10468,Morgan Tuck,1994,Grand Rapids,10
10469,Nate Wolters,1991,St. Cloud,15
10470,Muhammed Baygül,1992,Çankaya,7
10471,Gustavo Magariños,1922,Montevideo,6
10472,Larry Comley,1939,Kansas City,5
10473,John McKibbon,1939,Greater Sudbury,5
10474,Cheikh Fall,1946,Dakar,5
10475,Walker Russell,1960,Pontiac,5
10476,Georges Carrier,1910,14th arrondissement of Paris,6
10477,Ora Washington,1898,Caroline County,7
10478,Raymond Sabounghi,1931,Alexandria,5
10479,Jean Couturier,1911,Trosly-Breuil,5
10480,Doodie Bloomfield,1918,Montreal,6
10481,Jiří Siegel,1927,Prague,6
10482,Müjde Yüksel,1981,Kadıköy,6
10483,Nemanja Dangubić,1993,Pančevo,14
10484,Mārtiņš Laksa,1990,Riga,11
10485,Josef Fleischlinger,1911,Brno,5
10486,Natalie Taylor,1982,Auckland,6
10487,Tony Harris,1967,Monroe,6
10488,Fernand Prudhomme,1916,13th arrondissement of Paris,6
10489,Fred Ingaldson,1932,Pontiac,5
10490,Erich Altosaar,1908,Tallinn,6
10491,Nicole Romeo,1989,Adelaide,5
10492,Omar El Turk,1981,Beirut,5
10493,Mary Durojaye,1990,London,6
10494,Barry Howson,1939,London,5
10495,Bob Hahn,1925,Ann Arbor,5
10496,Garland O'Shields,1921,Spartanburg County,6
10497,Eddie Pacheco,1936,Manila,6
10498,Orhan Hacıyeva,1989,Baku,8
10499,Murray Mitchell,1923,Huntsville,5
10500,Earle Higgins,1946,Ann Arbor,5
10501,Nguveren Iyorhe,1981,Gboko,7
10502,Nenad Mijatović,1987,Split,5
10503,Maurizio Buscaglia,1969,Bari,7
10504,Niesa Johnson,1973,Chicago,5
10505,Josef Křepela,1924,České Budějovice,5
10506,Morgan Warburton,1987,Price,5
10507,Niño Canaleta,1982,Tarlac City,6
10508,Nonila Wharemate,1982,Hamilton,5
10509,Nondas Papantoniou,1990,Cholargos,7
10510,Nikos Argyropoulos,1978,Patras,5
10511,Nemanja Mitrović,1990,Sarajevo,5
10512,James Maguire,1939,Weston,5
10513,Bobby Scarr,1926,Vancouver,5
10514,Kenton Edelin,1962,Heidelberg,6
10515,Bruno Varani,1925,Santa Fe,6
10516,Dwight Waller,1945,Brownsville,5
10517,Dan King,1931,Paris,6
10518,Rolly Goldring,1937,Whitchurch–Stouffville,5
10519,Ole Bakken,1926,Vancouver,5
10520,Joseph Stulac,1935,Etobicoke,5
10521,Ojārs Siliņš,1993,Riga,11
10522,Adrian Uter,1984,Kingston,6
10523,Eduardo Folle,1922,Montevideo,6
10524,Nitzan Hanochi,1986,Kfar Saba,6
10525,Olcay Çakır,1993,Konak,11
10526,Nikola Milutinov,1994,Novi Sad,15
10527,Cy Strulovitch,1925,Côte-Saint-Luc,5
10528,Armand Catafago,1926,Alexandria,7
10529,Mendy Morein,1926,Montreal,5
10530,Karel Bělohradský,1926,Prague,5
10531,Ognen Stojanovski,1984,Skopje,6
10532,Norm Grekin,1930,Philadelphia,5
10533,Youssef Abbas,1920,,6
10534,Jerry Fowler,1927,Boonville,5
10535,Noah Vonleh,1995,Haverhill,18
10536,Bernie Harris,1950,Roanoke,6
10537,Noah Dahlman,1989,Braham,5
10538,Monica Lamb-Powell,1964,Houston,6
10539,Gareth Murray,1984,Arbroath,6
10540,Ingus Jakovičs,1993,Madona,8
10541,Besik Lezhava,1986,Tbilisi,5
10542,Sviatoslav Mykhailiuk,1997,Cherkasy,25
10543,Nikos Gikas,1990,Greece,5
10544,Duda Sanadze,1992,Tbilisi,6
10545,Bill Berry,1942,Winnemucca,7
10546,Scotty Hopson,1989,Hopkinsville,8
10547,Andy Ogide,1987,Tallahassee,10
10548,Brock Motum,1990,Brisbane,15
10549,Marc Trasolini,1990,Vancouver,6
10550,Roope Ahonen,1990,Salo,8
10551,Aron Royé,1988,Amsterdam,6
10552,Nikita Balashov,1991,Moscow,5
10553,Ralf de Pagter,1989,Haarlem,7
10554,Jeroen van der List,1989,Gouda,5
10555,Anabela Cossa,1986,Maputo,7
10556,Dušan Ristić,1995,Novi Sad,9
10557,Shamell Stallworth,1980,Fresno,8
10558,Antreas Christodoulou,1995,Limassol,5
10559,Dewayne Dedmon,1989,Lancaster,16
10560,Nemanja Bezbradica,1993,Knin,5
10561,Sean Cunningham,1986,Los Angeles,5
10562,Tapio Pöyhönen,1927,Helsinki,7
10563,Samme Givens,1989,Philadelphia,5
10564,Ashley Hamilton,1988,London,7
10565,Dimeo van der Horst,1991,Amsterdam,7
10566,Eimantas Bendžius,1990,Klaipėda,9
10567,Curtis Kelly,1988,New York City,7
10568,Olexandr Mishula,1992,Dnipro,9
10569,Dan Coleman,1985,Minneapolis,5
10570,Nikola Kalinić,1991,Subotica,25
10571,Chuck Hanger,1924,Alameda,5
10572,Héctor Hernández,1985,Chihuahua City,5
10573,Aleksandar Gec,1928,Belgrade,5
10574,Kamil Švrdlík,1986,Přerov,5
10575,Martti Kuisma,1970,Espoo,6
10576,David Gonzalvez,1987,Marietta,7
10577,Alex Galindo,1985,Mayagüez,5
10578,Danny Gibson,1984,Madison,11
10579,Kostas Missas,1953,Greece,6
10580,Rasmus Larsen,1994,Rudersdal Municipality,8
10581,Kelsey Bone,1991,Houston,10
10582,Mouphtaou Yarou,1990,Natitingou,7
10583,Cameron Moore,1990,Huntsville,5
10584,Željko Šakić,1988,Zagreb,13
10585,Artem Pustovyj,1992,Sofiyivsky Park,13
10586,Kamilė Nacickaitė,1989,Šiauliai,7
10587,Ihor Zajcev,1989,Dnipro,9
10588,Ludvig Håkanson,1996,Stockholm,15
10589,Valery Likhodey,1986,Rostov-on-Don,6
10590,Lance Jeter,1988,Beaver Falls,10
10591,Jean-Victor Traoré,1985,Dakar,5
10592,Tatyana Petrushina,1990,Snezhinsk,7
10593,Hussein Kamel Montasser,1923,Beni Suef,7
10594,Stojan Gjuroski,1991,Gostivar,8
10595,Josh Mayo,1987,Munster,7
10596,Đoko Šalić,1995,Sokolac,5
10597,Maksym Korniyenko,1987,Dnipro,8
10598,Takehiko Orimo,1970,Ageo,7
10599,Muhamed Pašalić,1987,Sarajevo,8
10600,Farhiya Abdi,1992,Sweden,8
10601,Ross Bekkering,1987,Taber,6
10602,Nemanja Krstić,1993,Kladovo,10
10603,Malcolm Brogdon,1992,Norcross,22
10604,Mathias Fischer,1971,Koźle,7
10605,Levan Patsatsia,1988,Tbilisi,5
10606,Vojtěch Hruban,1989,Prague,9
10607,Jack Underman,1925,Ohio,5
10608,Mihajlo Andrić,1994,Kruševac,6
10609,Bob Gale,1925,Queens,5
10610,Christoforos Stefanidis,1980,Athens,5
10611,Cody Deal,1986,Norman,5
10612,Kristaps Porziņģis,1995,Liepāja,33
10613,Mark Jones,1961,Rochester,5
10614,Amadou Aboubakar Zaki,1988,Niamey,5
10615,Erving Walker,1990,Brooklyn,7
10616,Myles Hesson,1990,Birmingham,7
10617,Yevgen Murzin,1965,Novosibirsk,11
10618,Brady Heslip,1990,Oakville,8
10619,Ruslan Pateev,1990,Moscow,11
10620,Ivica Skelin,1973,Split,6
10621,Quentin Serron,1990,Etterbeek,9
10622,Paul Stoll,1985,Lansing,12
10623,Alex Franklin,1988,Reading,6
10624,Vladimir Brčkov,1987,Veles Municipality,5
10625,Warren Ajax,1921,Minneapolis,7
10626,Daniel Mayr,1995,Bonn,5
10627,Leon Williams,1991,Amersfoort,8
10628,James Southerland,1990,Queens,9
10629,Vytautas Norkus,1921,Lithuania,5
10630,Akeem Vargas,1990,Lancaster,9
10631,Andrey Ivanov,1984,Rzhavki,5
10632,Andre Young,1990,Albany,6
10633,Anthony Winchester,1983,Seymour,5
10634,Aishah Sutherland,1990,Perris,5
10635,Mohamed Kherrazi,1996,Errachidia,6
10636,Worthy de Jong,1989,Paramaribo,7
10637,Hristo Nikolov,1985,Burgas,6
10638,Pavel Korobkov,1990,Guliston,9
10639,Owen Klassen,1991,Kingston,6
10640,Milan Bjegojević,1928,Prnjavor,5
10641,Bart Quinn,1917,Fort Wayne,5
10642,Katherine Plouffe,1992,Edmonton,9
10643,Žanis Peiners,1990,Rēzekne,10
10644,Volha Ziuzkova,1983,Masty,9
10645,Dejan Todorović,1994,Mrkonjić Grad,9
10646,Youssef Shousha,1993,Alexandria,5
10647,Ralph Wells,1940,Chicago,5
10648,Dušan Kutlešić,1994,Užice,5
10649,Tilbe Şenyürek,1995,Seyhan,9
10650,Stephanie Talbot,1994,Katherine,13
10651,Evelyn Mawuli,1995,Toyohashi,14
10652,Marko Luković,1992,Belgrade,7
10653,Borja Percebin del Cantabrico,1994,Bilbao,7
10654,Shao Ting,1989,Shanghai,10
10655,Nina Maksimova,1924,Moscow,5
10656,Angel Goodrich,1990,Glendale,8
10657,Pavel Antipov,1991,Kazan,8
10658,Leticia Romero,1995,Las Palmas de Gran Canaria,16
10659,Brandis Raley-Ross,1987,Charlotte,5
10660,Sam Muldrow,1988,Florence,5
10661,Devin Oliver,1992,Kalamazoo,8
10662,Djibril Thiam,1986,Dakar,7
10663,Joe Burton,1990,Riverside County,7
10664,Haukur Pálsson,1992,Reykjavík,10
10665,Violeta Bulc,1964,Ljubljana,20
10666,Ravilja Salimova,1941,Shurchi,8
10667,Borislav Ćurčić,1932,Podum,5
10668,Mārtiņš Bondars,1971,,6
10669,Maryia Papova,1994,Babruysk,13
10670,Nirra Fields,1993,Vancouver,11
10671,Lu Wen,1990,Ordos City,7
10672,Tomás Vio,1921,Santa Fe,5
10673,Garrett Stutz,1990,Kansas City,7
10674,Ty Abbott,1988,Chicago,8
10675,Sun Mengran,1992,Tianjin,9
10676,Ömer Faruk Yurtseven,1998,Tashkent,12
10677,Ognjen Jaramaz,1995,Kruševac,10
10678,Wael Arakji,1994,Beirut,7
10679,Nigel Miguel,1963,Belize City,6
10680,Maksim Šeleketo,1987,Petrovsk,5
10681,Lisa Thomaidis,1972,Dundas,6
10682,Briante Weber,1992,Chesapeake,10
10683,Kia Nurse,1996,Hamilton,12
10684,Carlos Rivera,1983,San Germán,5
10685,Nina Maksimel'janova,1927,Vyshnevolotsky District,5
10686,Santiago Yusta,1997,Madrid,9
10687,Vilmos Lóczi,1925,Zrenjanin,5
10688,Isaiah Whitehead,1995,Brooklyn,16
10689,LaQuanda Barksdale,1979,North Carolina,5
10690,James Florence,1988,Marietta,8
10691,Golan Gutt,1994,Netanya,5
10692,Mamadou N'Diaye,1993,Dakar,5
10693,Mathiang Muo,1987,Khartoum,5
10694,Débora Costa,1991,São Paulo,5
10695,Jake Odum,1991,Terre Haute,8
10696,Huang Hongpin,1989,Nanning,7
10697,Juvonte Reddic,1992,Winston-Salem,7
10698,Gerald Robinson,1989,Nashville,9
10699,Akil Mitchell,1992,Panama City,8
10700,Sanja Mandić,1995,Belgrade,6
10701,Li Meng,1995,Shenyang,6
10702,Stephanie Raymond,1985,Rockford,5
10703,Patrícia Teixeira,1990,São Paulo,7
10704,Tim Frazier,1990,Houston,12
10705,Andrej Magdevski,1996,Skopje,7
10706,Mamadou N'Doye,1979,Rufisque,5
10707,Toney Mack,1967,Tampa,5
10708,Meighan Simmons,1992,Fayetteville,8
10709,Lajos Engler,1928,Bátaszék,7
10710,Malcolm Ray Armstead,1989,Florence,11
10711,Patrick Baumann,1967,Basel,11
10712,Yang Liwei,1995,Kunming,8
10713,Cliff Williams,1945,Detroit,5
10714,Satnam Singh Bhamara,1995,Punjab,21
10715,Natalie Burton,1989,Perth,10
10716,John Stanich,1925,Sacramento,6
10717,Karol Gruszecki,1989,Łódź,10
10718,Mirko Marjanović,1926,,5
10719,Kiah Stokes,1993,Cedar Rapids,11
10720,Heo Ung,1993,Seoul,5
10721,Miljan Pupović,1983,Zagreb,5
10722,Bojan Krstevski,1989,Skopje,5
10723,Isabela Ramona,1994,Salvador,7
10724,Zeke Marshall,1990,Pittsburgh,5
10725,Tim Blue,1984,Palm Beach Gardens,7
10726,Tierra Ruffin-Pratt,1991,Alexandria,9
10727,Cansu Köksal,1994,Istanbul,6
10728,Blaž Mahkovic,1990,Kranj,5
10729,Jordan Vandenberg,1990,Melbourne,5
10730,Tatiane Pacheco,1990,São Paulo,7
10731,Esben Reinholt,1993,Horsens,5
10732,Miah-Marie Langolis,1991,Windsor,8
10733,Julian Vaughn,1988,Fairfax,6
10734,Tainá Paixão,1991,São Paulo,6
10735,"Alex ""Superman"" Johnson",1988,Toronto,6
10736,Aigars Šķēle,1992,Riga,10
10737,Eric Moreland,1991,Houston,12
10738,Pierre-Antoine Gillet,1991,Huy,8
10739,Bruno Caboclo,1995,Osasco,16
10740,Emmanuel Mudiay,1996,Kinshasa,21
10741,Evhenija Šarovka,1988,Kharkiv,6
10742,Ryan Saunders,1986,Medina,10
10743,Will Cherry,1991,Oakland,9
10744,Kazys Maksvytis,1977,Kretinga,6
10745,Jalen Brunson,1996,New Brunswick,17
10746,JaKarr Sampson,1993,Cleveland,12
10747,Alhaji Mohammed,1981,Chicago,6
10748,Domien Loubry,1985,Antwerp,6
10749,Masashi Hosoya,1989,Kanagawa Prefecture,5
10750,Matic Rebec,1995,Postojna,10
10751,Kevin Tumba,1991,Lubumbashi,9
10752,Joonas Suotamo,1986,Espoo,20
10753,Wu Chengzhang,1924,,7
10754,Khem Birch,1992,Montreal,13
10755,Cheikh Mbodj,1987,Dakar,8
10756,Jung Jae-Kun,1969,Geoje,5
10757,Michalis Lountzis,1998,Marousi,6
10758,Mike Rosario,1990,Jersey City,5
10759,Tyler Ulis,1996,Southfield,15
10760,Lina Pikčiutė,1990,Klaipėda,5
10761,Laura Fürst,1991,Munich,6
10762,Roy Devyn Marble,1992,Southfield,13
10763,Lazar Angelov,1984,Sofia,6
10764,Duane James,1983,New York City,5
10765,Helena Jošková,1939,Dubňany,5
10766,Georgia Jones,1990,Trafford,5
10767,Ed Searcy,1952,New York City,6
10768,Tony Jackson,1958,Lexington,6
10769,Ilimane Diop,1995,Dakar,9
10770,R. J. Hunter,1993,Oxford,14
10771,Tomislav Gabrić,1995,Šibenik,8
10772,Choi Kyung-hee,1966,Seoul,9
10773,Markel Brown,1992,Alexandria,15
10774,Emircan Koşut,1995,Istanbul,7
10775,Justin Jackson,1995,Spring,16
10776,Leron Black,1995,Memphis,5
10777,Jean Salumu,1990,Sint-Niklaas,10
10778,Brandon Ubel,1991,Overland Park,5
10779,Doug Sims,1943,Elba,5
10780,Pat Connaughton,1993,Arlington,15
10781,Jordan Adams,1981,Langley,5
10782,Sofie Hendrickx,1986,Lier,5
10783,Naoto Tsuji,1989,Osaka Prefecture,6
10784,Caner Erdeniz,1987,İzmir,6
10785,Devaughn Washington,1989,Virginia Beach,7
10786,Martin Seiferth,1990,Berlin,5
10787,Dion Dixon,1989,Chicago,5
10788,Xavier Gibson,1988,Dothan,6
10789,Matea Vrdoljak,1985,Split,5
10790,Alec Brown,1992,Winona,9
10791,Erjon Kastrati,1994,Prishtina,5
10792,Slobodan Božović,1979,Kraljevo,6
10793,Ronald Roberts,1991,Bayonne,8
10794,Myles Turner,1996,Bedford,23
10795,Angus Brandt,1989,Sydney,8
10796,André Luís Guimarães Fonseca,1969,Salvador,6
10797,Antonia Delaere,1994,Antwerp,7
10798,Antonis Koniaris,1997,Chania,10
10799,Nikola Jokić,1995,Sombor,45
10800,Jukka Toijala,1972,Kouvola,5
10801,Jeff Slade,1941,Chicago Heights,5
10802,A. J. Hammons,1992,Gary,9
10803,C. J. Aiken,1990,Conshohocken,5
10804,Lloyd Pierce,1976,San Jose,11
10805,Şuacan Pişkin,1990,Istanbul,5
10806,András Haán,1946,Budapest,6
10807,Tyler Stone,1991,Memphis,9
10808,C. J. Wilcox,1990,Pleasant Grove,11
10809,Lionel Bosco,1981,Huy,8
10810,Cory Jefferson,1990,Tacoma,13
10811,Juwan Staten,1992,Dayton,7
10812,Deshawn Stephens,1989,Los Angeles,8
10813,Astou Ndour,1994,Dakar,17
10814,Artem Klimenko,1994,Mariupol,9
10815,Justin Jackson,1990,Cocoa Beach,8
10816,Jordan Clarkson,1992,Tampa,22
10817,Dwight Powell,1991,Toronto,19
10818,Matti Nuutinen,1990,Turku,9
10819,Cameron Clark,1991,Phoenix,7
10820,Josh Huestis,1991,Webster,14
10821,JazzMarr Ferguson,1989,Louisville,5
10822,Rebecca Allen,1992,Wangaratta,12
10823,Andrés Forray,1986,Buenos Aires,6
10824,Filip Adamovic,1988,Gradiška,7
10825,Boubacar Moungoro,1994,Bamako,6
10826,David Brembly,1993,Cologne,5
10827,Johnny O'Bryant III,1993,Cleveland,17
10828,Lazeric Jones,1990,Chicago,8
10829,Abdullahi Kuso,1984,Kaduna,6
10830,Shayne Whittington,1991,Paw Paw,13
10831,Eglė Šikšniūtė,1991,Klaipėda,5
10832,Gregor Hrovat,1994,Koper,6
10833,Álex Suárez,1993,Maó,12
10834,Maggie Lucas,1991,Philadelphia,8
10835,Rondae Hollis-Jefferson,1995,Chester,20
10836,Ralph Sampson III,1990,Duluth,5
10837,"Ramon Campos, Jr.",1925,Iloilo City,5
10838,Reimo Tamm,1984,Viljandi,5
10839,Rod Derline,1952,Elma,5
10840,Pat McGeer,1927,Vancouver,5
10841,Sadiel Rojas,1989,Fort Worth,5
10842,Ryan Broekhoff,1990,Melbourne,18
10843,Peter Mullins,1926,Sydney,5
10844,Richie Farmer,1969,Manchester,5
10845,Petros Noeas,1987,Athens,5
10846,Prachi Tehlan,1989,Delhi,9
10847,Ram Kumar,1964,Dwarka Sub City,5
10848,Ramel Bradley,1985,New York City,7
10849,Paul Nowak,1914,South Bend,5
10850,Reid Mitchell,1926,Anyox,5
10851,Paul Sunderland,1952,Los Angeles,7
10852,Paul Unruh,1928,Toulon,5
10853,Orlando Antigua,1973,Dominican Republic,6
10854,Preston Knowles,1989,Winchester,5
10855,Ronald Tubid,1981,Iloilo City,5
10856,Ralph Jackson,1962,Los Angeles,7
10857,Ron Adams,1947,Laton,5
10858,Queralt Casas,1992,Bescanó,9
10859,Ousmane Barro,1984,Dakar,5
10860,Pete Lalich,1920,Lorain,5
10861,Stanisław Michalski,1932,Vilnius,10
10862,Patrick Eddie,1967,Milwaukee,6
10863,Rafael Hechanova,1928,Jaro,5
10864,Rey Guevarra,1986,Parañaque,5
10865,Rico Pontvianne,1943,Tampico,5
10866,Ryan Rossiter,1989,Staten Island,9
10867,Ronnie MacGilvray,1930,Brooklyn,5
10868,Pekka Markkanen,1967,Pori,9
10869,Phil Martin,1928,Jackson,5
10870,Rob Pelinka,1969,Chicago,5
10871,Ramon Clemente,1985,Queens,7
10872,Paul Harris,1986,Niagara Falls,8
10873,Rait Keerles,1980,Paide,5
10874,Patrick Sanders,1985,Corona,5
10875,Chanan Colman,1984,Gladsaxe Municipality,7
10876,Robertas Giedraitis,1970,Kaunas,6
10877,Nicolás Aguirre,1988,Santiago del Estero,5
10878,Raido Villers,1982,Jõhvi,5
10879,Ryan Pearson,1990,Far Rockaway,8
10880,Paul Lee,1989,Tondo,6
10881,Yvon Joseph,1957,Cap-Haïtien,6
10882,Rene Portland,1953,Broomall,5
10883,Rain Veideman,1991,Haljala,9
10884,Pan Wei,1978,Fuxin,6
10885,Rotnei Clarke,1989,Claremore,9
10886,Paul Sturgess,1987,Loughborough,7
10887,Raymar Morgan,1988,Canton,9
10888,Franco Balbi,1989,Junín,5
10889,Richard Morton,1966,San Francisco,7
10890,Reggie Bullock,1991,Kinston,19
10891,Roland West,1944,Cincinnati,5
10892,Ronnie Henderson,1974,Gulfport,6
10893,P. J. Hairston,1992,Greensboro,11
10894,Sam Daghles,1979,Taiyuan,5
10895,Prodromos Dreliozis,1975,Athens,5
10896,Padim Israel,1956,Philippines,5
10897,Robert Troha,1977,Zagreb,6
10898,Ryoko Yano,1978,Tokushima,8
10899,Panagiotis Karatzas,1965,Athens,5
10900,Ron Lewis,1984,Chicago,7
10901,Saad Abdulrahman,1985,Doha,5
10902,Ricardo Guillén,1976,Santa Cruz de Tenerife,6
10903,Reggie Hanson,1968,Charlotte,7
10904,Park Jung-eun,1977,Busan,7
10905,Reggie Jackson,1973,Baker,5
10906,Ray Jackson,1973,San Antonio,5
10907,Rafi Reavis,1977,New York City,5
10908,Rashaun Broadus,1984,Mililani,8
10909,Rodney McGruder,1991,Landover,14
10910,Gabriel Olaseni,1991,Plaistow,7
10911,Rasheed Sulaimon,1994,Houston,8
10912,Pat Chambers,1970,Radnor,5
10913,Prashanti Singh,1984,Varanasi,6
10914,Periklis Dorkofikis,1980,Athens,5
10915,Orlando Phillips,1960,San Francisco,5
10916,Quinn Cook,1993,"Washington, D.C.",16
10917,Ray Ellefson,1927,Brookings,6
10918,Pedro Vicente Fonseca,1935,São Vicente,6
10919,Raúl Palma,1950,Hidalgo del Parral,5
10920,Rakeem Christmas,1991,Irvington,12
10921,Orlando Mendez-Valdez,1986,San Antonio,6
10922,Pierre Jackson,1991,Las Vegas,13
10923,Otto Porter,1993,St. Louis,23
10924,Ren Lei,1982,Zhengzhou,5
10925,Ricard Casas,1962,Manresa,6
10926,Pedro Bustos,1927,La Rioja,6
10927,Orlando Bauzon,1944,Calasiao,5
10928,Ranidel de Ocampo,1981,Tanza,7
10929,Phil Pressey,1991,Dallas,15
10930,Rakim Sanders,1989,Pawtucket,12
10931,Peyton Siva,1990,Seattle,13
10932,Roy Samaha,1984,Zahlé,5
10933,Pratima Singh,1990,Varanasi,5
10934,Ramon Fernandez,1953,Maasin,9
10935,Sabah Khoury,1982,Kuwait,5
10936,Michael Fakuade,1989,Chicago,7
10937,Travis Warech,1991,Pine Brook,6
10938,Gavin Schilling,1995,Munich,10
10939,Oriol Paulí,1994,Girona,8
10940,Johannes Thiemann,1994,Trier,11
10941,Jordan Swing,1990,Vestavia Hills,8
10942,Ding Yanyuhang,1993,Karamay,10
10943,Mark Dean,1970,Nassau,5
10944,Mark Dean,1971,Nassau,5
10945,Duncan Robinson,1994,York,15
10946,Gregory Vargas,1986,Ocumare del Tuy,10
10947,Wade Baldwin,1996,Belle Mead,13
10948,Nikola Radičević,1994,Čačak,16
10949,Saori Miyazaki,1995,Saitama Prefecture,12
10950,Gjorgji Kočov,1985,Skopje,5
10951,Zhao Jiwei,1995,Haicheng,9
10952,Clint Steindl,1989,Mackay,5
10953,Shaquielle McKissic,1990,Seattle,12
10954,Daichi Taniguchi,1990,Tawaramoto,5
10955,Aleksa Avramović,1994,Čačak,7
10956,Robin Lodders,1994,Hanover,5
10957,Moritz Wagner,1997,Berlin,19
10958,Garlon Green,1991,Houston,9
10959,A. J. English,1992,Wilmington,7
10960,Demetrius Conger,1990,Brooklyn,10
10961,Lonzo Ball,1997,Anaheim,29
10962,Zane Knowles,1992,Nassau,5
10963,Lauren Mansfield,1989,Adelaide,6
10964,Darrell Harris,1984,Cleveland,5
10965,Luka Snoj,1990,Ljubljana,7
10966,Deandre Ayton,1998,Nassau,24
10967,Louella Tomlinson,1988,Melbourne,5
10968,Joel Almeida,1985,São Vicente,5
10969,Li Gen,1988,Jiaozuo,9
10970,Dillon Brooks,1996,Mississauga,17
10971,Jarrod Uthoff,1993,Cedar Rapids,10
10972,Stephan Hicks,1992,Los Angeles,8
10973,Alex Hamilton,1993,Marianna,8
10974,José Fabio,1977,Oberá,5
10975,Jan Niklas Wimberg,1996,Oldenburg,6
10976,Frank Ntilikina,1998,Ixelles - Elsene,25
10977,Richard Freudenberg,1998,Heidelberg,5
10978,Ryan Harrow,1991,Fort Lauderdale,7
10979,Ben Mockford,1989,Shoreham-by-Sea,5
10980,Nick Spires,1994,Royal Tunbridge Wells,8
10981,Toarlyn Fitzpatrick,1989,Tampa,8
10982,Ivana Dojkić,1997,Rijeka,6
10983,Garfield Blair,1987,Orange County,5
10984,Dustin Hogue,1992,Yonkers,7
10985,Shawn Long,1993,Morgan City,11
10986,Louis Olinde,1998,Hamburg,6
10987,Matt Thomas,1994,Decatur,13
10988,Brandon Jefferson,1991,Flower Mound,9
10989,Stefan Janković,1993,Belgrade,11
10990,Josh Adams,1993,Phoenix,8
10991,Raphiael Putney,1990,Fairmont,8
10992,Yorman Polas Bartolo,1985,Camagüey,7
10993,Damian Jones,1995,Baton Rouge,16
10994,Xavier Munford,1992,Hillside,9
10995,William Hatcher,1984,Flint,8
10996,Robert Duis,1913,London,5
10997,Josh Hagins,1994,"Washington, D.C.",6
10998,Bronny James,2004,Cleveland,13
10999,Kostja Mushidi,1998,Uccle - Ukkel,9
11000,Omar Abada,1993,Tunis,6
11001,DeAndre' Bembry,1994,Charlotte,17
11002,Shay Colley,1996,Brampton,5
11003,Martynas Sajus,1996,Kelmė,8
11004,Justin Robinson,1995,Kingston,9
11005,Darrell Williams,1989,Chicago,7
11006,Chema González,1991,Zaragoza,6
11007,Demarius Bolds,1984,East St. Louis,5
11008,Wenyen Gabriel,1997,Khartoum,12
11009,Peter Jok,1994,Khartoum,5
11010,LaMarcus Reed III,1988,Dallas,6
11011,Kay Felder,1995,Detroit,11
11012,Pascal Siakam,1994,Douala,28
11013,Emil Göing,1912,Hanover,5
11014,Rolandas Jakštas,1992,Plungė,5
11015,Youssoupha Fall,1995,Dakar,7
11016,Javonte Green,1993,Petersburg,13
11017,Assem Marei,1992,Giza,8
11018,Jillian Alleyne,1994,Fontana,9
11019,Viny Okouo,1997,Brazzaville,8
11020,Aleksander Kul,1975,Baroŭka,6
11021,Trevon Bluiett,1994,Indianapolis,7
11022,Mikaela Ruef,1990,Dayton,7
11023,Jonathan Jeanne,1997,Les Abymes,8
11024,Gëzim Morina,1992,Suva Reka,5
11025,Keith Clanton,1990,Orlando,5
11026,McKenzie Moore,1992,Santa Rosa,9
11027,Brandon Young,1991,Baltimore,6
11028,Waldemar Gonçalves,1916,Rio de Janeiro,5
11029,Tomeu Rigo,1997,Campos,5
11030,Joel Bolomboy,1994,Donetsk,17
11031,Rui Hachimura,1998,Toyama,29
11032,Brice Johnson,1994,Orangeburg,10
11033,Malik Müller,1994,Frankfurt,7
11034,Edmond Azemi,1980,Doboj,5
11035,Steven Hutchinson,1968,West Berlin,5
11036,Melvin Ejim,1991,Toronto,8
11037,Thomas Jackson,1980,East Lansing,5
11038,Ron Baker,1993,Hays,16
11039,Yannick Anzuluni,1988,Kinshasa,5
11040,Stephen Welch,1972,Fort Worth,5
11041,Ty Harrelson,1980,Houston,5
11042,Shawn Jones,1992,Miami,10
11043,Frank Kaminsky,1993,Lisle,22
11044,Montrezl Harrell,1994,Tarboro,21
11045,Karvel Anderson,1991,Elkhart,6
11046,Davion Berry,1991,Oakland,7
11047,Agustí Sans,1995,Maó,6
11048,Amir Garrett,1992,Victorville,7
11049,Merve Aydın,1994,Mersin,6
11050,Matthew Otten,1981,Las Vegas,6
11051,Maura Healey,1971,Walter Reed National Military Medical Center,18
11052,Ryan Boatright,1992,Aurora,10
11053,DeAndre Daniels,1992,Woodland Hills,8
11054,Kiwi Gardner,1993,Manteca,5
11055,Taylor Braun,1991,Newberg,8
11056,Cody Ellis,1990,Perth,5
11057,Matthew Knight,1985,Burnie,5
11058,A'dia Mathies,1991,Louisville,5
11059,Spencer Dinwiddie,1993,Woodland Hills,20
11060,Rosa Gala,1995,Lubango,5
11061,Lucas Walker,1984,Launceston,5
11062,Cho Sung-min,1983,,6
11063,Alex Bentley,1990,Indianapolis,12
