,university_name,founding_year,city,popularity
1966,West Bengal National University of Juridical Sciences,1999.0,,6
1967,University of the Faroe Islands,1965.0,,22
1968,University of the Nations,1978.0,,7
1969,Public University of El Alto,2000.0,,7
1970,Baku Eurasian University,1992.0,,5
1971,University of São Tomé and Príncipe,2014.0,,7
1972,Banha University,1976.0,,9
1973,NED University of Engineering and Technology,1977.0,,5
1974,University of Massachusetts Dartmouth,1895.0,,11
1975,National Taipei University of Technology,1912.0,,14
1976,University of Tromsø – The Arctic University of Norway,1968.0,,31
1977,Truman State University,1867.0,,7
1978,Latvian Maritime Academy,1993.0,,6
1979,National Textile University,1959.0,,5
1980,Azerbaijan State University of Culture and Arts,1923.0,,11
1981,Azerbaijan State Pedagogical University,1921.0,,9
1982,"Indian Institute of Science Education and Research, Pune",2006.0,,5
1983,John Carroll University,1886.0,,8
1984,Tampere University,2019.0,,14
1985,Riau University,1962.0,,9
1986,Ukrainian State University of Railway Transport,1930.0,,5
1987,Southern Luzon State University,1964.0,,8
1988,Hama University,2014.0,,5
1989,University of the Cordilleras,1946.0,,6
1990,Interregional Academy of Personnel Management,1989.0,,7
1991,Angkor University,2004.0,,5
1992,Canadian University of Dubai,2006.0,,5
1993,Debrecen Reformed Theological University,1538.0,,7
1994,Alcorn State University,1871.0,,11
1995,Kerala Agricultural University,1971.0,,5
1996,Taiz University,1996.0,,5
1997,Kyiv National University of Culture and Arts,1968.0,,8
1998,London Metropolitan University,2002.0,,19
1999,Alfaisal University,2002.0,,5
2000,H.S. Skovoroda Kharkiv National Pedagogical University,1804.0,,9
2001,Swiss Federal Institute of Technology in Lausanne,1969.0,,38
2002,University of Bucharest,1864.0,,47
2003,Temuco Catholic University,1959.0,,12
2004,Nyenrode Business University,1946.0,,12
2005,University of Bacău,1990.0,,8
2006,Muhammadiyah University of Surakarta,1951.0,,7
2007,"University of California, Santa Barbara",1891.0,,46
2008,University of Florence,1321.0,,41
2009,American University of Kurdistan,2014.0,,6
2010,Mekelle University,1991.0,,6
2011,Universidade Católica de Petrópolis,1953.0,,9
2012,Kharkiv University of Humanities “People’s Ukrainian Academy”,1991.0,,5
2013,The Rockefeller University,1901.0,,46
2014,Kushiro Public University of Economics,1988.0,,5
2015,Tallinn University of Technology,1918.0,,32
2016,University of Vienna,1365.0,,82
2017,Far Eastern State Technical University,1899.0,,6
2018,University of West Attica,2018.0,,8
2019,British University in Egypt,2005.0,,11
2020,St. Edward's University,1873.0,,8
2021,Auckland University of Technology,2000.0,,19
2022,Naruto University of Education,1981.0,,6
2023,Sejong University,1940.0,,16
2024,Eastern Mennonite University,1917.0,,6
2025,Eastern Michigan University,1849.0,,18
2026,children's university,,,6
2027,Chungwoon University,1995.0,,5
2028,Haluoleo University,1981.0,,8
2029,Aliah University,1781.0,,7
2030,University of Southeast Norway,2018.0,,8
2031,"University of Architecture, Civil Engineering and Geodesy",1942.0,,5
2032,Shiga University of Medical Science,1974.0,,5
2033,al-Aqsa University,1991.0,,11
2034,University of Limpopo,2005.0,,8
2035,"University for Foreigners ""Dante Alighieri"" of Reggio Calabria",2006.0,,5
2036,University of the Pacific,1990.0,,5
2037,Huachiew Chalermprakiet University,1941.0,,5
2038,University of Economics and Innovation,2000.0,,5
2039,University of Findlay,1882.0,,6
2040,Augusta University,1828.0,,5
2041,University of Jammu,1969.0,,8
2042,University of Kordofan,1990.0,,7
2043,University of Kuala Lumpur,2002.0,,5
2044,University of Laghouat,1986.0,,6
2045,Universidade Federal do Piauí,1971.0,,5
2046,Kabul Polytechnic University,1963.0,,8
2047,Urmia University,1878.0,,6
2048,Razi University,1972.0,,9
2049,University of Jordan,1962.0,,26
2050,Northeast Normal University,1946.0,,10
2051,Langston University,1897.0,,6
2052,University of Santiago,1952.0,,21
2053,Fukushima University,1949.0,,8
2054,University of Central Greece,2003.0,,8
2055,Aichi University of Education,1943.0,,8
2056,Politecnica Salesiana University,1994.0,,5
2057,Macao Polytechnic University,1991.0,,7
2058,Muskingum University,1837.0,,5
2059,University of Fort Hare,1916.0,,29
2060,Muroran Institute of Technology,1949.0,,8
2061,National University of Music Bucharest,1864.0,,11
2062,Vilnius Gediminas Technical University,1956.0,,17
2063,Technical University of Civil Engineering of Bucharest,1864.0,,10
2064,Baranovichi State University,2004.0,,5
2065,Liaoning Normal University,1951.0,,5
2066,University of Detroit Mercy,1878.0,,14
2067,Nagaoka University of Technology,1976.0,,9
2068,Iakov Sverdlov Communist University,1918.0,,8
2069,American University of Sharjah,1997.0,,8
2070,Jenderal Soedirman University,1920.0,,9
2071,Busan University of Foreign Studies,1981.0,,8
2072,Saint Louis University,1911.0,,5
2073,University of al-Jazirah,1975.0,,6
2074,"Jawaharlal Nehru Technological University, Hyderabad",1965.0,,5
2075,University of Waikato,1964.0,,20
2076,Nottingham Trent University,1970.0,,17
2077,University of Pannonia,1949.0,,12
2078,Sul Ross State University,1917.0,,5
2079,Mansoura University,1972.0,,9
2080,Namseoul University,1994.0,,5
2081,Universidade Autónoma de Lisboa,1985.0,,8
2082,Ulm School of Design,1953.0,,18
2083,Central Bicol State University of Agriculture,1918.0,,5
2084,Middlesex University,1914.0,,5
2085,University of Latvia,1919.0,,47
2086,UCLouvain Saint-Louis – Bruxelles,1858.0,,11
2087,Naval Postgraduate School,1909.0,,13
2088,Benadir University,2002.0,,9
2089,Kyungpook National University,1946.0,,11
2090,Shanghai Normal University,1954.0,,11
2091,University of Southern Indiana,1965.0,,7
2092,Hólar University College,1882.0,,10
2093,Universidad de las Américas Puebla,1940.0,,9
2094,University of Georgia,1785.0,,36
2095,Utah State University,1888.0,,23
2096,Flying University,,,19
2097,Geneva Business School,2001.0,,5
2098,Andrássy University Budapest,2002.0,,10
2099,Turkmen Agricultural University Named After S.A. Nyýazow,1930.0,,7
2100,Yeungnam University,1967.0,,10
2101,South China Normal University,1933.0,,8
2102,University of the Comoros,2003.0,,7
2103,Florida A&M University,1887.0,,14
2104,International University of Kyrgyzstan,1993.0,,7
2105,Dongguk University,1906.0,,19
2106,University of Art and Design Linz,1947.0,,7
2107,Pierre Mendès-France University,1970.0,,9
2108,University of Hawaiʻi at Mānoa,1907.0,,24
2109,Universiti Teknologi MARA,1956.0,,11
2110,National University of Quilmes,1989.0,,5
2111,St. Matthew's University,1997.0,,7
2112,Northwestern Polytechnical University,1938.0,,6
2113,Osaka City University,1928.0,,10
2114,Nicolaus Copernicus University in Toruń,1945.0,,21
2115,Imo State University,1981.0,,5
2116,Collegium Melitense,1592.0,,5
2117,United Nations University,1972.0,,35
2118,"Minnesota State University, Mankato",1868.0,,11
2119,Universitas Istropolitana,1400.0,,20
2120,Ritsumeikan University,1900.0,,18
2121,Volgograd State University,1980.0,,8
2122,Chung-Ang University,1918.0,,23
2123,Trisakti University,1965.0,,7
2124,KIMEP University,1992.0,,8
2125,Technical University of Moldova,1964.0,,16
2126,Danish Design School,1875.0,,6
2127,"Amity University, Noida",1995.0,,7
2128,"Universidad del Norte, Colombia",1966.0,,9
2129,Canisius College,1870.0,,10
2130,Universiti Putra Malaysia Bintulu Campus,2001.0,,5
2131,Brawijaya University,1963.0,,17
2132,University of St Andrews,1410.0,,57
2133,Lesya Ukrainka Volyn National University,1940.0,,8
2134,Lviv University of Trade and Economics,1816.0,,6
2135,Inha University,1954.0,,9
2136,Florida Atlantic University,1961.0,,19
2137,College of Charleston,1770.0,,8
2138,Open University Malaysia,2000.0,,6
2139,Shumen University,1971.0,,6
2140,University of Valle,1945.0,,13
2141,Kainan University,2000.0,,5
2142,Katholieke Universiteit Leuven,1970.0,,49
2143,Nizhny Novgorod State Linguistic University,1937.0,,8
2144,Tra Vinh University,2001.0,,5
2145,Yunnan University,1922.0,,16
2146,Chongshin University,1901.0,,5
2147,Cheongju National University of Education,1993.0,,5
2148,Inje University,1979.0,,5
2149,Seoul Institute of the Arts,1962.0,,9
2150,Belmont University,1890.0,,5
2151,OCAD University,1876.0,,8
2152,Open University of the Netherlands,1984.0,,12
2153,Cranfield University,1946.0,,20
2154,Syktyvkar State University,1972.0,,9
2155,Pittsburg State University,1903.0,,8
2156,"University of California, San Francisco",1873.0,,38
2157,Semmelweis University,1951.0,,20
2158,Wadi International University,2005.0,,5
2159,Sunchon National University,1935.0,,5
2160,Bellevue University,1966.0,,5
2161,Ateneo de Naga University,1940.0,,6
2162,Kyonggi University,1947.0,,7
2163,Amur State University,1975.0,,7
2164,Kharkiv National University of Radioelectronics,1930.0,,15
2165,Swiss German University,2000.0,,6
2166,Savannah State University,1890.0,,7
2167,Mongolian University of Science and Technology,1950.0,,10
2168,Incheon National University,1979.0,,11
2169,International University Audentes,2003.0,,5
2170,Srinakharinwirot University,1949.0,,12
2171,University of Michigan–Dearborn,1959.0,,7
2172,Dominican University College,1900.0,,5
2173,Hoseo University,1978.0,,7
2174,Kanazawa College of Art,1946.0,,5
2175,Kim Il-sung Higher Party School,1946.0,,6
2176,University of Namur,1831.0,,14
2177,University of North Carolina School of the Arts,1963.0,,6
2178,University of the Arts London,2003.0,,20
2179,Belarusian State University of Informatics and Radioelectronics,1964.0,,23
2180,University of Palangka Raya,1963.0,,6
2181,Bandung Institute of Technology,1920.0,,22
2182,University of Tabriz,1946.0,,11
2183,Magna Græcia University,1998.0,,5
2184,University of Nouakchott Al Aasriya,1981.0,,14
2185,Anna University,1978.0,,12
2186,University of San Jose–Recoletos,1947.0,,5
2187,University of Seychelles,2009.0,,7
2188,Fudan University,1905.0,,51
2189,Military Institute of Science and Technology,1998.0,,5
2190,Faculteit voor Protestantse Godgeleerdheid,1950.0,,5
2191,University of Shizuoka,1987.0,,6
2192,Jinnah University for Women,1998.0,,5
2193,University of Tabuk,2006.0,,5
2194,Benemérita Universidad Autónoma de Puebla,1937.0,,12
2195,Imam Khomeini International University,1991.0,,7
2196,University of Science and Technology Beijing,1952.0,,9
2197,Palacký University Olomouc,1573.0,,27
2198,Voronezh State Pedagogical University,1931.0,,5
2199,Saint Petersburg Theological Academy,1721.0,,11
2200,University of Malaya,1934.0,,35
2201,Virginia Tech,1872.0,,40
2202,Chinese Culture University,1962.0,,12
2203,Lviv National Academy of Arts,1946.0,,6
2204,University of International Relations,1949.0,,5
2205,Loma Linda University,1905.0,,7
2206,Beijing Jiaotong University,1896.0,,11
2207,University of Warsaw,1816.0,,60
2208,Philippine Normal University,1901.0,,8
2209,Karolinska Institutet,1810.0,,56
2210,Syracuse University,1870.0,,45
2211,King Fahd University of Petroleum and Minerals,1963.0,,12
2212,King Edward Medical University,1860.0,,6
2213,University of Trás-os-Montes and Alto Douro,1986.0,,10
2214,Daegu National University of Education,1950.0,,5
2215,Hallym University,1982.0,,5
2216,University of Hargeisa,2000.0,,11
2217,Hollins University,1842.0,,5
2218,Western University,1991.0,,7
2219,Oglethorpe University,1835.0,,5
2220,Japan Women's University,1901.0,,12
2221,State Institute of Russian Language,1967.0,,14
2222,Sangmyung University,1937.0,,8
2223,Vasyl' Stus Donetsk National University,1937.0,,15
2224,Jamia Qasmia Madrasa Shahi,,,5
2225,Jacksonville University,1934.0,,10
2226,Gonzaga University,1887.0,,17
2227,University of Liepāja,1954.0,,15
2228,Volgograd Municipal Institute of Arts,1917.0,,6
2229,Belarusian State Medical University,1930.0,,9
2230,University of La Guajira,1977.0,,5
2231,State University of Gorontalo,1963.0,,6
2232,Islamic Azad University of Mashhad,1982.0,,5
2233,Beijing Institute of Petrochemical Technology,1978.0,,5
2234,Delhi Technological University,1941.0,,8
2235,Omdurman Islamic University,1901.0,,9
2236,Beijing University of Posts and Telecommunications,1955.0,,6
2237,Bifröst University,1918.0,,22
2238,Nanyang Technological University,1991.0,,39
2239,"University of Wales, Newport",1841.0,,7
2240,Northeastern University,1923.0,,9
2241,Uniformed Services University of the Health Sciences,1972.0,,6
2242,University of Donja Gorica,2007.0,,7
2243,Colorado State University,1870.0,,25
2244,Irkutsk State Technical University,1930.0,,12
2245,Chuvash State Pedagogical University,1930.0,,6
2246,Washburn University,1865.0,,10
2247,John Paul II Catholic University of Lublin,1918.0,,28
2248,Fluminense Federal University,1960.0,,11
2249,Khazar University,1991.0,,22
2250,Università europea di Roma,2004.0,,5
2251,Kozhedub University of the Air Force,1938.0,,6
2252,Gulu University,2001.0,,7
2253,Waseda University,1882.0,,52
2254,Far Eastern Federal University,1899.0,,25
2255,Shahid Rajaee Teacher Training University,1980.0,,5
2256,Gongju National University of Education,1938.0,,5
2257,Sripatum University,1970.0,,5
2258,Magtymguly Turkmen State University,1950.0,,14
2259,University of Genoa,1481.0,,29
2260,Punjabi University,1962.0,,9
2261,Borys Hrinchenko Kyiv University,1874.0,,9
2262,Vietnam National University,1995.0,,21
2263,Chuncheon National University of Education,1993.0,,5
2264,Souphanouvong University,1996.0,,5
2265,Applied Science University,2004.0,,5
2266,State University of Trade and Economics,1946.0,,18
2267,Baltic International Academy,1992.0,,7
2268,Pan-European University,2004.0,,7
2269,Gaming Charterhouse,,,7
2270,Institute of Manuscripts of Azerbaijan,1986.0,,15
2271,Liberty University,1971.0,,21
2272,University of Pardubice,1950.0,,12
2273,Soonchunhyang University,1978.0,,7
2274,Accademia Albertina,1678.0,,10
2275,University of Alaska Anchorage,1954.0,,11
2276,Haramaya University,1954.0,,5
2277,Maputo University,1986.0,,9
2278,South Ossetian State University,1932.0,,10
2279,Czech Technical University in Prague,1707.0,,30
2280,Lutheran Theological University,1557.0,,5
2281,Qingdao University,1985.0,,9
2282,Universidade do Extremo Sul Catarinense,1997.0,,5
2283,Nangarhar University,1962.0,,11
2284,Technical University of Cluj-Napoca,1920.0,,9
2285,University of West Georgia,1906.0,,9
2286,Matsuyama University,1923.0,,5
2287,Osaka Prefecture University,2005.0,,9
2288,Goris State University,1967.0,,6
2289,Astrakhan State University,1932.0,,9
2290,Dr. Y.S.R University of Health Sciences,1986.0,,7
2291,University of Theatre and Film Arts,1865.0,,14
2292,Wuhan University of Technology,2000.0,,8
2293,European University at Saint Petersburg,1994.0,,9
2294,Voronezh State Academy of Arts,1971.0,,5
2295,Dr. Babasaheb Ambedkar Marathwada University,1958.0,,6
2296,Latvian Academy of Culture,1990.0,,6
2297,Hlukhiv National Pedagogical University of Oleksandr Dovzhenko,1874.0,,6
2298,Center for Research and Development in Health Sciences,2009.0,,10
2299,Whitworth University,1890.0,,6
2300,Eastern Connecticut State University,1889.0,,10
2301,Centre for Studies on Federalism,2000.0,,10
2302,Belarusian State Agricultural Academy,1840.0,,6
2303,Winona State University,1858.0,,9
2304,Kremenchuk Mykhailo Ostrohradskyi National University,1960.0,,6
2305,Kharkiv Polytechnic Institute,1885.0,,13
2306,Texas Woman's University,1901.0,,6
2307,Platov South-Russian State Polytechnic University,1907.0,,9
2308,Polytechnic University of Tirana,1951.0,,16
2309,Vinnytsia State Pedagogical University,1912.0,,9
2310,Tufts University,1852.0,,36
2311,Arkansas State University,1909.0,,13
2312,Dr. C. V. Raman University,2006.0,,5
2313,Badji Mokhtar Annaba University,1975.0,,6
2314,Central Connecticut State University,1849.0,,13
2315,Vermont State University Johnson (Johnson State College),1828.0,,6
2316,Osaka College of Music,1915.0,,5
2317,Chungnam National University,1952.0,,9
2318,Osaka Sangyo University,1928.0,,5
2319,Hebei North University,2003.0,,5
2320,Central Washington University,1891.0,,12
2321,Ibb University,1996.0,,6
2322,University of Trento,1962.0,,20
2323,Korea National University of Arts,1993.0,,12
2324,An Giang University,1999.0,,7
2325,Petrozavodsk State University,1940.0,,9
2326,The University of Finance and Administration,1999.0,,5
2327,Hangzhou Normal University,1978.0,,7
2328,University of Calabria,1972.0,,13
2329,International Islamic University Malaysia,1983.0,,21
2330,Kyung Hee University,1949.0,,24
2331,Carol I National Defence University,1889.0,,5
2332,Novosibirsk State University of Architecture and Civil Engineering,1930.0,,6
2333,State University of Semarang,1965.0,,5
2334,Gladzor University,1282.0,,11
2335,National University of Kaohsiung,2000.0,,5
2336,Minot State University,1913.0,,5
2337,State University of New York at Purchase,1967.0,,7
2338,Moholy-Nagy University of Art and Design,1870.0,,11
2339,Kandahar University,1991.0,,11
2340,California State University,1857.0,,32
2341,International University of Japan,1982.0,,13
2342,University of Suffolk,2007.0,,7
2343,Hacettepe University Ankara State Conservatory,1936.0,,9
2344,Moscow State Linguistic University,1804.0,,13
2345,University of Mons-Hainaut,1965.0,,8
2346,University of the Humanities,,,6
2347,Catholic University of Mozambique,1996.0,,9
2348,Guangdong University of Foreign Studies,1995.0,,6
2349,Fayoum University,2005.0,,5
2350,Ghent University,1817.0,,43
2351,Buryat State University,1932.0,,12
2352,Eritrea Institute of Technology,2003.0,,8
2353,Campbellsville University,1906.0,,5
2354,Azerbaijan Technical University,1920.0,,31
2355,Cyprus University of Technology,2004.0,,11
2356,Prairie View A&M University,1876.0,,5
2357,Graduate Theological Union,1962.0,,5
2358,University of Yazd,1988.0,,7
2359,DePauw University,1837.0,,16
2360,Hanoi National University of Education,1951.0,,5
2361,Maulana Mazharul Haque Arabic and Persian University,1992.0,,5
2362,National University of Modern Languages,1970.0,,7
2363,University of Turku,1920.0,,38
2364,Universidad del Trabajo del Uruguay,1878.0,,6
2365,Shoin University,1941.0,,9
2366,University of Colorado,1876.0,,25
2367,Pontifical Catholic University of Valparaíso,1925.0,,14
2368,Military academy of strategic rocket forces,1820.0,,6
2369,University of Bourges,1463.0,,10
2370,University of Halabja,2011.0,,7
2371,Universiti Malaysia Pahang,2002.0,,8
2372,Jamshid Nakhchivanski Military Lyceum,1971.0,,6
2373,International University of Struga,2005.0,,6
2374,Thammasat University,1934.0,,31
2375,Perm State University,1916.0,,20
2376,University of Tuscia,1979.0,,10
2377,Université Libre de Bruxelles,1970.0,,39
2378,Augusta State University,,,5
2379,Klaipėda University,1991.0,,27
2380,Bukovinian State Medical University,1944.0,,8
2381,Lutsk National Technical University,1966.0,,7
2382,University of Yaoundé,1962.0,,9
2383,Budapest University of Jewish Studies,1877.0,,10
2384,Trinity Western University,1950.0,,7
2385,Wrocław University of Environmental and Life Sciences,1951.0,,9
2386,Chien Hsin University of Science and Technology,1933.0,,10
2387,Lusíada University of Porto,1991.0,,8
2388,Kyambogo University,2003.0,,7
2389,St. Bonaventure University,1858.0,,9
2390,"City, University of London",1894.0,,30
2391,University of the Gambia,1999.0,,6
2392,University of Gothenburg,1954.0,,39
2393,Universitas Islam Negeri Maulana Malik Ibrahim,2004.0,,7
2394,Musashino Art University,1962.0,,13
2395,Gannon University,1925.0,,5
2396,Kyoto University of the Arts and Design,1991.0,,5
2397,University of Arts from Târgu-Mureș,1946.0,,6
2398,College of Europe,1950.0,,31
2399,Vytautas Magnus University,1922.0,,31
2400,State University of New York at Albany,1844.0,,18
2401,University of Kaposvár,2000.0,,10
2402,New Mexico Institute of Mining and Technology,1889.0,,9
2403,Aleksandër Xhuvani University,1971.0,,12
2404,Shirak State University,1934.0,,11
2405,IUAV University of Venice,1926.0,,12
2406,University of Northern Iowa,1876.0,,15
2407,Geneva University of Music,1835.0,,5
2408,Cardiff Metropolitan University,1996.0,,8
2409,Supreme National Defense University,1992.0,,5
2410,Kuvempu University,1987.0,,17
2411,Shahid Beheshti University,1959.0,,9
2412,University of Brescia,1982.0,,14
2413,University of Buraimi,2010.0,,5
2414,Bugema University,1948.0,,5
2415,Le Quy Don Technical University,1966.0,,5
2416,Linnaeus University,2010.0,,27
2417,AlMughtaribeen University,2010.0,,5
2418,ISCTE – Lisbon University Institute,1972.0,,10
2419,Toyohashi University of Technology,1976.0,,6
2420,Jiangnan University,1902.0,,5
2421,Allameh Tabataba'i University,1957.0,,9
2422,National Economics University,1956.0,,5
2423,Coleg Cymraeg Cenedlaethol,,,6
2424,University of the West of Scotland,2007.0,,16
2425,Tajik National University,1947.0,,17
2426,Sanaa University,1970.0,,16
2427,University of Abuja,1988.0,,6
2428,Pedro Henriquez Urena National University,1966.0,,5
2429,FPT University,2006.0,,5
2430,Kazan State Finance and Economics Institute,1931.0,,5
2431,United Arab Emirates University,1976.0,,14
2432,Amoud University,1997.0,,5
2433,Poltava National Pedagogical University,1914.0,,6
2434,Universidad Autónoma de Nuevo León,1933.0,,14
2435,Universidad Mayor,1988.0,,14
2436,Universiti Tunku Abdul Rahman,2002.0,,16
2437,Sri Venkateswara Institute of Medical Sciences,1993.0,,5
2438,Fondation Université Française en Arménie,2000.0,,14
2439,Lviv State University of Physical Culture,1946.0,,6
2440,Krishna University,2008.0,,5
2441,Russian New University,1991.0,,5
2442,Agricultural University of Iceland,2005.0,,15
2443,Bukkyo University,1912.0,,5
2444,European University of Lefke,1990.0,,10
2445,Tashkent State Agrarian University,1930.0,,5
2446,Algiers 1 University,1909.0,,20
2447,Austral University of Chile,1954.0,,22
2448,Riga Stradiņš University,1950.0,,16
2449,Dongseo University,1992.0,,5
2450,University of West London,1990.0,,15
2451,Rostov State University,1915.0,,5
2452,Kōchi University,1949.0,,8
2453,University of Kashmir,1956.0,,13
2454,M.S. Schepkin Higher Theatre School,1809.0,,11
2455,Korea National Open University,1972.0,,9
2456,National Institute of Ayurveda,1976.0,,7
2457,State University of Tetovo,1994.0,,16
2458,Pskov State University,2010.0,,7
2459,University of Humanistic Studies,1989.0,,7
2460,"University of Forestry, Sofia",1953.0,,5
2461,Voronezh State Technical University,1956.0,,6
2462,Russian Academy of State Service,1946.0,,7
2463,University of Kalyani,1960.0,,7
2464,University of Rochester,1850.0,,39
2465,Clásico Universitario,,,5
2466,Pyongyang University of Science and Technology,2010.0,,13
2467,Iraqi University,1989.0,,6
2468,Adolfo Ibáñez University,1988.0,,11
2469,Lamar University,1923.0,,8
2470,Morgan State University,1867.0,,16
2471,Kochi University of Technology,1997.0,,6
2472,Mari State University,1972.0,,9
2473,Mendel University in Brno,1919.0,,17
2474,University of Puerto Rico at Mayaguez,1911.0,,5
2475,Arab International University,2005.0,,6
2476,University of Science and Culture,1992.0,,7
2477,Uzbek State World Language University,1992.0,,5
2478,"The American University of Iraq, Sulaimani",2007.0,,8
2479,Oil & Gas University of Ploiești,1948.0,,8
2480,East Kazakhstan State University,1952.0,,5
2481,East Kazakhstan State Technical University,1958.0,,5
2482,China University of Petroleum,1953.0,,8
2483,North-Western State Medical University named after I. I. Mechnikov,1907.0,,8
2484,"University of Veterinary and Pharmaceutical Sciences, Brno",1918.0,,9
2485,University of Franeker,1585.0,,18
2486,West Visayas State University,1902.0,,5
2487,University of Stirling,1967.0,,25
2488,University of Zakho,2010.0,,8
2489,Kobe University,1902.0,,20
2490,Vitebsk State University,1910.0,,6
2491,Vrije Universiteit Brussel,1970.0,,38
2492,Papua New Guinea University of Technology,1965.0,,6
2493,National Quemoy University,1997.0,,6
2494,Arab Academy for Science and Technology and Maritime Transport,1972.0,,11
2495,Armenian State Institute of Physical Culture and Sport,1945.0,,8
2496,Minnesota State University Moorhead,1919.0,,8
2497,Saratov State Medical University,1909.0,,8
2498,Saratov State Agrarian University,1913.0,,7
2499,Dibrugarh University,1965.0,,8
2500,European Peace University,1988.0,,5
2501,Ramkhamhaeng University,1971.0,,13
2502,Southeastern Louisiana University,1925.0,,9
2503,Texas Tech University Health Sciences Center,1979.0,,6
2504,Mediterranean University,2006.0,,10
2505,Augsburg University,1869.0,,8
2506,University of Białystok,1997.0,,18
2507,Brandeis University,1948.0,,36
2508,Autonomous University of Yucatán,1922.0,,5
2509,Volga State University of Technology,1932.0,,7
2510,Asher Space Research Institute,1984.0,,6
2511,Providence University,1932.0,,5
2512,Hunter College,1870.0,,19
2513,University of Pennsylvania,1740.0,,79
2514,University of Yangon,1878.0,,22
2515,Umm Al-Qura University,1981.0,,18
2516,Wesleyan University,1831.0,,35
2517,Sup'Internet,2011.0,,12
2518,Federal University of Health Sciences of Porto Alegre,1961.0,,8
2519,Ivano-Frankivsk National Technical University of Oil and Gas,1967.0,,8
2520,Karnatak University,1991.0,,9
2521,University of Agder,1994.0,,18
2522,University of the South Pacific,1968.0,,30
2523,University of the Highlands and Islands,2011.0,,13
2524,National Metallurgical Academy of Ukraine,1899.0,,6
2525,Andhra Pradesh Open University,1982.0,,7
2526,Kazakh National Women's Teacher Training University,1944.0,,5
2527,University of Tyumen,1930.0,,9
2528,Nicolae Testemițanu State University of Medicine and Pharmacy,1944.0,,5
2529,Federal University of Rio Grande do Sul,1895.0,,10
2530,Iman University,1993.0,,6
2531,Izmail State University of Humanities,1940.0,,5
2532,Kharkiv National University of Construction and Architecture,1930.0,,5
2533,RCSI-Bahrain,2004.0,,5
2534,Al-Azhar University – Gaza,1991.0,,11
2535,Chouaib Doukkali University,1985.0,,5
2536,Sun Yat-sen University,1924.0,,25
2537,Eastern Washington University,1882.0,,13
2538,Canterbury Christ Church University,2005.0,,15
2539,Academy of Technology and Humanities in Bielsko-Biała,2001.0,,7
2540,Saint Petersburg Mining University,1773.0,,13
2541,Vilnius University,1579.0,,49
2542,Qingdao University of Technology,1953.0,,7
2543,Université de technologie de Belfort-Montbéliard,1994.0,,7
2544,Universidad Iberoamericana,1943.0,,10
2545,Minsk Institute of Management,1991.0,,5
2546,Beijing University of Chemical Technology,1958.0,,6
2547,University of Piraeus,1938.0,,21
2548,Nagaland University,1989.0,,8
2549,Catholic Private University Linz,1672.0,,5
2550,Jeju National University,1952.0,,7
2551,University of Southern Maine,1878.0,,10
2552,Mangalore University,1980.0,,7
2553,Krasnoyarsk State Agrarian University,1953.0,,5
2554,Institut de la Francophonie pour l'Informatique,1995.0,,5
2555,University of Pécs,1912.0,,24
2556,Technical University of Liberec,1953.0,,8
2557,Hanoi University of Natural Resources and Environment,,,7
2558,Art and Design University of Cluj-Napoca,1926.0,,8
2559,Universitas Bangka Belitung,2006.0,,8
2560,Xi'an Jiaotong-Liverpool University,2006.0,,9
2561,George Fox University,1885.0,,6
2562,Southern Oregon University,1872.0,,10
2563,Sultan Sharif Ali Islamic University,2007.0,,7
2564,University of Phoenix,1976.0,,12
2565,D'Annunzio University of Chieti–Pescara,1960.0,,20
2566,Morehead State University,1922.0,,6
2567,Fudan University Shanghai Medical College,1927.0,,6
2568,University of Calabar,1975.0,,5
2569,Vladivostok State University of Economics and Service,1967.0,,6
2570,University of the Visayas,1919.0,,6
2571,Universidad Tecnológica de Santiago (UTESA),1974.0,,9
2572,"University of Eastern Finland, Joensuu campus",1969.0,,8
2573,University of West Florida,1963.0,,10
2574,Ural State Mining University,1914.0,,8
2575,University of Maiduguri,1975.0,,7
2576,Taylor's University,1969.0,,10
2577,Paktia University,2004.0,,6
2578,Jinggangshan University,1958.0,,7
2579,Shenandoah University,1875.0,,7
2580,Wenzao Ursuline University of Languages,1966.0,,7
2581,University of Sierra Leone,1972.0,,5
2582,International Oil and Gas University,2012.0,,7
2583,Bethel University,1871.0,,9
2584,European University,2006.0,,8
2585,"China University of Geosciences, Wuhan",1952.0,,5
2586,Utah Valley University,1941.0,,10
2587,Janáček Academy of Music and Performing Arts,1947.0,,11
2588,Academy of Christian Humanism University,1975.0,,5
2589,Islamia University of Bahawalpur,1975.0,,6
2590,King Daniel of Galicia Ivano-Frankivsk University of Law,1997.0,,6
2591,Ryutsu Keizai University,1965.0,,6
2592,Aichi University,1946.0,,9
2593,Georgian Technical University,1922.0,,16
2594,Chalmers University of Technology,1829.0,,31
2595,National Chung Hsing University,1919.0,,14
2596,Overseas Chinese University,1964.0,,5
2597,Military Academy of Field Anti-Aircraft Defense named after Marshal of the Soviet Union A.M. Vasilevsky,1970.0,,5
2598,Yanbian University,1949.0,,9
2599,Sonoma State University,1960.0,,8
2600,Gallaudet University,1857.0,,27
2601,Military Academy of Air and Space Defense,1866.0,,8
2602,Power and Water University of Technology,1972.0,,7
2603,State University of Leuven,1817.0,,9
2604,Tulane University,1834.0,,33
2605,Kharkiv National Automobile and Highway University,1930.0,,6
2606,Kherson National Technical University,1959.0,,7
